"","egal1","egal2","egal3","egal","indiv1","indiv2","indiv3","indiv","hier1","hier2","hier3","hier","fatal1","fatal2","fatal3","fatal","nep2","nep3","nep6","nepScale","ideology","partisan","happening","risk","sciconsensus","IntAgree","Renew","Nuclear","Tax","EPA","CapTrade","GeoEng"
"1170",5,6,5,5,4,3,5,4,5,4,6,5,3,5,4,4,6,6,6,5,1,1,4,10,1,7,7,4,7,7,5,6
"1171",5,5,4,5,4,4,5,4,5,5,6,5,6,5,4,5,5,4,6,4,2,2,2,7,0,4,5,4,4,5,4,4
"1172",5,4,4,4,5,5,4,5,5,2,2,3,3,3,3,3,6,4,6,5,1,1,3,9,1,7,7,5,6,7,7,7
"1173",5,5,4,5,4,4,5,4,NA,4,3,NA,3,5,3,4,5,3,4,4,5,6,2,6,1,4,6,4,6,NA,5,4
"1174",2,5,2,3,3,5,6,5,4,4,5,4,2,2,2,2,3,4,5,3,7,6,2,2,0,1,7,5,1,2,1,5
"1175",1,4,1,2,5,5,5,5,4,7,4,5,4,4,4,4,4,5,3,4,6,7,0,5,0,1,4,7,1,1,1,2
"1176",1,3,1,2,2,5,6,4,3,5,6,5,3,2,2,2,4,2,4,4,6,7,-2,2,0,1,7,2,2,2,2,5
"1177",2,2,4,3,1,2,2,2,1,1,1,1,1,1,1,1,5,3,5,5,6,6,0,5,1,3,4,4,3,3,2,3
"1178",2,5,1,3,5,4,6,5,5,2,7,5,3,2,3,3,5,4,5,4,5,6,-3,6,1,5,6,5,6,5,5,5
"1179",7,7,6,7,7,4,5,5,4,7,6,6,4,3,5,4,7,6,7,6,3,4,4,10,1,7,7,2,7,7,7,7
"1180",7,7,7,7,1,1,2,1,4,2,1,2,5,5,3,4,7,7,7,6,2,4,4,10,1,7,7,2,7,7,7,6
"1181",4,4,4,4,4,2,3,3,5,4,7,5,5,5,6,5,7,3,7,6,4,4,4,5,0,4,6,1,4,6,2,4
"1182",1,1,1,1,5,5,6,5,6,6,6,6,5,1,6,4,2,2,NA,NA,5,4,4,3,1,1,1,4,1,1,1,1
"1183",7,7,7,7,1,6,1,3,1,1,2,1,2,4,4,3,6,6,6,6,3,1,4,8,0,7,7,3,7,7,6,7
"1184",5,6,6,6,3,4,6,4,7,6,5,6,2,5,2,3,5,2,5,4,4,1,3,7,1,6,6,5,6,7,6,6
"1185",4,4,4,4,3,2,2,2,4,5,2,4,4,2,2,3,5,2,2,3,4,2,3,8,1,3,6,5,5,5,5,5
"1186",1,4,1,2,6,5,5,5,5,1,2,3,2,1,2,2,3,1,4,3,7,7,2,3,1,1,2,1,1,1,1,1
"1187",3,4,4,4,4,3,NA,NA,4,2,5,4,1,6,4,4,4,3,5,4,6,7,2,6,0,5,7,NA,4,5,5,5
"1188",4,4,4,4,3,3,5,4,5,5,7,6,2,1,3,2,4,5,6,5,7,7,3,10,1,5,7,1,4,7,4,5
"1189",5,4,5,5,3,5,2,3,6,6,7,6,2,5,3,3,4,4,6,4,4,7,0,5,0,5,5,4,5,5,4,4
"1190",6,6,7,6,3,4,4,4,3,5,5,4,3,3,2,3,6,7,7,7,3,4,4,10,1,7,7,1,7,7,1,7
"1191",4,6,4,5,4,3,4,4,5,4,6,5,5,6,5,5,6,5,6,5,4,4,2,5,0,2,5,5,3,6,6,3
"1192",3,2,2,2,6,2,7,5,2,2,2,2,2,1,1,1,7,NA,7,NA,4,2,4,6,1,6,7,1,5,6,6,7
"1193",5,5,4,5,4,4,6,5,5,4,5,5,4,3,3,3,7,5,7,6,4,1,4,10,1,6,7,3,7,7,4,7
"1194",4,4,6,5,3,5,5,4,3,4,2,3,3,3,2,3,5,3,6,5,2,2,4,8,1,5,7,3,5,7,6,6
"1195",4,4,6,5,3,4,4,4,3,2,4,3,2,5,5,4,6,5,7,6,1,1,4,10,1,7,7,5,7,7,5,6
"1196",2,4,3,3,5,5,6,5,7,7,6,7,2,2,1,2,7,6,7,6,4,2,4,10,1,7,7,7,7,7,4,6
"1197",3,4,4,4,3,5,4,4,5,3,6,5,4,5,4,4,7,7,7,6,4,2,2,7,1,3,5,4,3,5,3,4
"1198",1,4,1,2,7,7,7,7,7,4,4,5,4,2,3,3,3,4,3,3,7,2,-4,3,0,1,4,7,1,1,1,1
"1199",5,5,5,5,5,5,5,5,6,5,7,6,5,5,5,5,5,5,5,4,4,7,2,7,1,5,4,4,4,5,5,4
"1200",1,4,1,2,5,5,4,5,5,4,4,4,3,2,2,2,6,6,5,4,6,7,3,7,1,4,6,5,3,5,3,6
"1201",6,3,4,4,4,5,5,5,5,5,4,5,6,5,2,4,5,3,6,4,5,6,3,7,0,6,4,5,6,6,6,7
"1202",1,6,1,3,6,4,6,5,6,6,6,6,3,2,2,2,4,4,3,4,5,7,-3,3,0,1,5,6,2,3,2,2
"1203",5,5,4,5,4,2,3,3,5,3,6,5,3,2,3,3,5,5,6,5,2,4,4,8,1,7,7,4,6,7,4,6
"1204",3,4,4,4,6,5,5,5,5,4,5,5,4,5,4,4,6,7,7,6,4,4,3,9,1,7,7,4,5,5,5,5
"1205",4,7,2,4,4,3,6,4,3,3,4,3,2,5,2,3,4,3,4,4,4,4,-2,5,0,4,6,7,5,5,4,6
"1206",4,4,4,4,4,4,4,4,6,4,5,5,4,6,2,4,3,4,4,4,6,6,4,4,1,5,7,5,5,5,5,6
"1207",5,6,5,5,6,5,6,6,6,7,2,5,2,2,4,3,7,3,7,5,5,6,3,9,0,6,7,6,5,6,3,7
"1208",1,6,1,3,6,6,6,6,6,7,7,7,3,6,2,4,7,7,7,6,7,7,3,10,1,7,7,5,6,7,6,6
"1209",1,4,1,2,7,6,7,7,6,4,4,5,4,6,4,5,4,3,4,3,7,6,-3,2,0,1,7,1,1,1,1,1
"1210",5,5,6,5,3,4,4,4,5,4,6,5,3,4,5,4,5,5,6,5,3,4,4,8,1,7,7,3,7,7,5,5
"1211",5,4,4,4,5,6,4,5,6,5,6,6,2,3,2,2,5,3,5,4,3,4,2,7,1,5,6,5,5,6,5,6
"1212",1,3,1,2,5,5,7,6,4,2,5,4,1,2,3,2,2,2,1,2,7,4,3,2,1,1,6,7,1,1,1,1
"1213",7,7,7,7,4,4,7,5,4,2,2,3,1,2,2,2,5,5,4,4,4,3,4,5,1,1,5,6,1,1,2,3
"1214",2,5,2,3,4,4,5,4,5,3,5,4,2,4,2,3,7,5,7,6,1,2,4,9,1,7,7,4,7,7,4,6
"1215",4,5,2,4,6,3,1,3,4,1,6,4,6,2,1,3,6,4,7,6,4,1,3,8,1,6,7,2,6,6,6,6
"1216",4,5,3,4,4,4,5,4,5,4,5,5,4,2,5,4,5,4,4,4,5,6,2,6,0,5,5,1,5,4,5,4
"1217",3,6,2,4,6,6,3,5,5,5,4,5,5,6,4,5,4,5,4,4,6,6,-2,3,0,2,6,5,1,2,2,4
"1218",2,3,4,3,5,6,4,5,4,5,5,5,1,6,1,3,2,3,4,3,5,6,-3,1,0,2,5,2,2,3,2,3
"1219",4,7,7,6,5,7,6,6,2,7,7,5,5,2,3,3,7,7,7,6,4,4,4,10,1,7,7,5,7,7,5,7
"1220",1,1,1,1,6,5,6,6,5,3,5,4,2,1,1,1,1,2,1,2,7,4,-4,0,0,1,1,7,1,1,1,4
"1221",4,5,3,4,5,5,4,5,5,5,5,5,2,5,NA,NA,6,5,2,3,6,4,-2,2,0,5,3,5,4,4,4,6
"1222",5,5,4,5,3,3,4,3,3,3,4,3,3,5,4,4,5,5,5,6,3,2,4,7,1,7,7,7,7,7,5,6
"1223",7,7,7,7,6,7,2,5,7,7,4,6,6,7,5,6,6,3,5,4,3,3,2,5,0,4,4,4,4,5,5,4
"1224",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,6,5,4,1,3,7,0,4,4,4,4,4,4,4
"1225",5,6,5,5,6,3,7,5,6,6,5,6,5,6,7,6,6,6,5,4,6,7,2,7,1,4,6,6,3,4,4,5
"1226",2,6,2,3,7,7,7,7,6,6,6,6,3,5,2,3,6,3,3,3,6,7,-3,2,0,3,2,7,2,3,2,2
"1227",6,4,3,4,4,5,6,5,3,4,3,3,2,6,6,5,3,3,3,3,6,4,2,6,0,5,6,4,5,6,4,5
"1228",1,1,1,1,5,7,6,6,7,6,5,6,2,1,1,1,6,4,7,4,7,7,-3,4,0,6,7,6,2,2,1,7
"1229",1,1,1,1,7,7,4,6,5,3,1,3,4,4,3,4,3,4,1,2,5,4,3,5,1,1,3,7,1,1,1,4
"1230",3,3,3,3,4,4,3,4,5,1,6,4,2,2,3,2,7,4,7,5,4,4,2,8,0,5,7,5,1,6,4,5
"1231",2,4,4,3,4,4,4,4,6,6,6,6,5,6,4,5,5,2,5,4,5,4,2,5,0,4,6,6,5,4,5,5
"1232",1,5,6,4,3,7,4,5,5,1,6,4,1,1,1,1,7,5,7,6,1,1,4,10,1,7,7,4,7,7,7,7
"1233",4,4,5,4,1,5,2,3,6,6,6,6,2,2,1,2,7,6,7,7,2,2,4,8,0,6,7,3,7,7,7,6
"1234",3,2,2,2,6,3,5,5,6,6,6,6,2,5,3,3,7,5,7,5,6,7,4,7,0,1,6,6,2,4,5,2
"1235",2,4,3,3,4,5,3,4,5,3,5,4,2,5,4,4,5,3,5,4,5,4,2,6,0,2,6,5,2,3,2,6
"1236",1,1,1,1,7,7,7,7,7,7,7,7,4,1,1,2,1,1,1,2,6,4,-3,0,0,1,1,1,1,1,1,1
"1237",5,6,7,6,4,3,3,3,3,4,5,4,3,4,4,4,6,6,7,6,4,3,2,8,1,6,7,5,5,6,4,3
"1238",6,6,6,6,3,3,4,3,6,2,6,5,2,4,2,3,7,7,7,5,3,4,3,8,1,7,7,4,6,7,4,6
"1239",5,5,4,5,7,6,3,5,6,6,7,6,2,4,4,3,5,4,6,4,5,4,0,5,0,4,6,6,4,4,5,6
"1240",NA,3,3,NA,5,5,5,5,6,5,5,5,3,3,3,3,6,5,5,4,6,6,2,7,1,6,6,6,5,6,5,6
"1241",1,4,1,2,6,5,6,6,6,2,4,4,2,3,2,2,5,3,3,3,7,7,-2,5,0,1,4,7,1,1,1,1
"1242",2,3,2,2,6,5,6,6,5,3,6,5,3,4,2,3,6,7,6,4,7,7,1,4,0,1,3,5,1,1,1,2
"1243",2,3,2,2,4,4,4,4,5,5,5,5,4,3,3,3,4,4,3,4,5,6,0,5,0,2,4,3,2,2,2,4
"1244",6,4,7,6,5,7,7,6,7,7,NA,NA,5,5,6,5,7,7,7,4,1,4,3,10,NA,7,7,7,NA,7,7,7
"1245",7,7,3,6,6,5,5,5,6,7,6,6,6,6,4,5,6,2,5,3,6,6,3,10,1,6,6,5,6,7,7,6
"1246",7,7,7,7,6,6,7,6,6,6,6,6,7,6,7,7,7,6,6,4,7,7,4,10,1,7,7,6,6,6,7,7
"1247",1,2,1,1,5,4,5,5,4,5,5,5,3,6,6,5,3,3,4,4,7,7,2,5,1,2,5,4,1,4,1,3
"1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,6,NA,NA,4,9,1,7,7,2,7,7,1,7
"1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,NA,NA,4,5,0,1,5,5,2,1,2,2
"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,4,NA,NA,4,10,1,7,7,1,7,7,7,7
"1251",7,5,7,6,7,7,5,6,5,7,6,6,3,3,7,4,7,7,5,4,NA,NA,4,9,0,6,5,7,7,7,6,7
"1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4,NA,NA,4,5,1,NA,NA,NA,NA,NA,NA,NA
"1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,NA,NA,1,8,1,NA,NA,NA,NA,NA,NA,NA
"1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,NA,NA,3,8,0,4,7,1,4,4,4,7
"1255",7,7,7,7,7,7,7,7,7,7,NA,NA,7,7,7,7,1,1,1,4,NA,NA,3,0,0,7,7,7,7,7,7,7
"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,3,NA,NA,3,5,1,NA,NA,NA,NA,NA,NA,NA
"1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,NA,NA,-3,2,0,4,4,4,4,4,4,4
"1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,4,NA,NA,0,0,0,1,1,1,1,1,1,1
"1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,4,NA,NA,0,5,0,2,6,5,4,3,2,5
"1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,4,NA,NA,-3,0,0,1,3,6,1,2,1,3
"1306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
