"","egal1","egal2","egal3","egal","indiv1","indiv2","indiv3","indiv","hier1","hier2","hier3","hier","fatal1","fatal2","fatal3","fatal","nep2","nep3","nep6","nepScale","ideology","partisan","happening","risk","sciconsensus","IntAgree","Renew","Nuclear","Tax","EPA","CapTrade","GeoEng"
"1",5,5,5,5,5,5,5,5,6,4,5,5,6,6,6,6,6,5,5,4,5,6,3,5,1,5,5,5,6,6,6,5
"2",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,10,1,7,7,7,7,7,7,7
"3",6,7,7,7,3,3,2,3,6,5,4,5,6,5,5,5,7,6,7,6,1,1,4,10,1,7,7,2,3,7,7,7
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,1,1,NA,NA,NA,NA,NA,4,NA
"5",3,5,4,4,3,6,3,4,6,1,4,4,5,4,3,4,5,2,6,5,2,4,4,9,1,6,7,4,6,6,6,4
"6",2,4,1,2,1,3,1,2,1,3,1,2,7,2,1,3,7,4,7,6,1,4,4,10,1,6,6,2,5,6,5,6
"7",5,3,4,4,5,3,4,4,3,5,6,5,4,4,5,4,6,4,6,5,4,6,2,3,0,5,4,6,2,3,4,3
"8",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,0,4,4,4,4,4,4,4
"9",6,4,3,4,6,1,3,3,2,4,1,2,NA,2,5,NA,5,4,6,5,3,4,3,9,1,1,7,1,6,7,4,7
"10",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,4,NA,4,4,4,4
"11",3,3,3,3,3,3,4,3,3,4,2,3,3,5,4,4,4,4,4,4,4,4,4,7,0,3,4,4,4,4,5,4
"12",4,5,6,5,4,5,3,4,5,4,3,4,4,3,6,4,4,4,5,4,2,4,2,6,1,6,7,3,5,6,4,6
"13",6,6,7,6,2,2,3,2,4,5,3,4,3,5,6,5,7,6,7,6,1,1,4,10,1,7,7,1,7,7,5,7
"14",4,5,6,5,3,2,3,3,3,2,3,3,2,3,3,3,5,6,6,5,2,2,4,6,1,4,6,2,4,5,5,6
"15",7,7,4,6,2,3,3,3,4,3,7,5,4,3,5,4,7,7,6,5,1,2,4,10,1,7,7,4,6,7,4,7
"16",5,4,4,4,5,3,6,5,5,4,5,5,5,5,2,4,6,5,7,4,2,1,2,9,1,4,5,3,5,4,4,4
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",4,4,2,3,4,2,3,3,2,2,4,3,4,3,2,3,5,3,4,4,4,6,4,3,0,1,NA,5,3,4,2,4
"19",4,5,3,4,3,5,5,4,5,4,NA,NA,5,5,5,5,4,2,4,4,5,6,-2,3,1,5,4,4,4,4,5,5
"20",6,7,5,6,5,6,5,5,7,7,4,6,6,5,7,6,7,7,6,4,2,6,-3,8,1,5,6,7,5,5,7,7
"21",4,4,5,4,5,4,4,4,4,5,4,4,4,4,5,4,5,5,5,4,5,6,-3,8,0,5,5,6,6,5,NA,5
"22",4,4,5,4,3,2,5,3,4,2,4,3,6,5,3,5,4,6,3,4,6,4,2,1,0,4,6,4,3,4,6,3
"23",4,2,1,2,6,4,2,4,3,4,2,3,6,2,3,4,5,5,7,5,4,4,3,6,1,6,7,3,4,7,5,7
"24",7,7,7,7,1,2,3,2,3,2,3,3,4,4,2,3,7,7,7,6,1,2,4,10,1,7,7,2,6,7,7,6
"25",4,5,3,4,3,4,3,3,7,3,1,4,3,2,1,2,7,7,7,6,1,1,4,10,1,4,7,2,5,5,4,6
"26",5,4,5,5,5,5,5,5,4,5,4,4,5,4,4,4,5,6,5,4,4,1,4,9,1,6,6,6,6,5,5,6
"27",6,5,5,5,5,5,5,5,6,4,5,5,5,5,4,5,5,6,4,4,4,2,3,4,0,4,6,4,6,3,4,6
"28",1,1,1,1,1,7,1,3,7,7,7,7,1,7,7,5,7,7,7,4,6,6,1,0,0,1,7,1,7,7,1,1
"29",6,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,NA,3,6,2,2,0,4,5,5,4,5,5,4
"30",7,6,4,6,2,1,1,1,6,6,6,6,4,7,1,4,6,6,7,5,4,5,3,4,1,2,7,1,6,7,6,7
"31",6,6,2,5,6,6,4,5,5,4,5,5,6,2,3,4,7,7,7,6,4,4,4,10,1,7,7,7,1,7,7,7
"32",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,4,4,4,4,4,4
"33",7,7,5,6,7,5,6,6,5,6,7,6,7,6,6,6,7,7,7,4,2,4,-3,4,1,6,6,6,6,5,7,7
"34",6,5,6,6,5,4,4,4,6,5,4,5,5,5,5,5,7,5,7,5,4,4,2,6,0,4,6,2,4,4,4,4
"35",2,1,3,2,7,5,2,5,1,2,5,3,4,4,4,4,5,1,7,5,4,4,2,7,0,4,5,1,4,3,3,4
"36",4,5,5,5,4,4,5,4,3,5,6,5,5,6,4,5,5,4,5,4,4,4,2,7,0,5,6,4,3,5,5,5
"37",5,6,4,5,5,6,6,6,5,4,6,5,6,4,5,5,5,3,7,5,3,4,3,10,1,6,6,4,4,5,5,5
"38",7,4,7,6,4,3,4,4,1,4,4,3,4,2,1,2,7,4,7,5,4,4,3,9,1,4,7,4,4,5,4,7
"39",3,3,5,4,4,3,5,4,3,4,5,4,3,4,3,3,3,5,5,4,4,4,3,5,1,6,5,2,4,3,5,3
"40",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,5,0,4,4,4,4,4,4,4
"41",6,6,7,6,7,6,6,6,7,7,7,7,6,6,7,6,6,6,7,4,1,1,4,10,1,6,7,7,6,6,7,7
"42",6,7,6,6,7,7,6,7,7,5,4,5,6,7,7,7,7,7,6,4,4,1,4,10,1,6,7,7,7,5,6,6
"43",5,5,5,5,5,6,4,5,5,4,5,5,4,5,4,4,6,6,6,6,1,1,4,10,1,7,7,3,7,7,6,5
"44",5,5,2,4,3,7,2,4,6,3,3,4,1,1,6,3,7,4,6,4,2,1,4,8,1,6,7,1,5,6,5,6
"45",5,6,6,6,5,5,5,5,4,4,6,5,6,6,6,6,5,5,6,4,2,2,4,3,1,5,5,5,6,5,6,5
"46",5,6,1,4,5,3,2,3,4,5,5,5,4,2,2,3,6,2,5,3,1,2,2,8,0,6,7,4,5,5,6,7
"47",1,7,7,5,5,2,3,3,3,6,6,5,4,2,5,4,6,7,3,5,1,2,3,6,1,6,5,NA,3,4,3,4
"48",6,5,6,6,5,6,5,5,6,5,6,6,6,5,6,6,6,5,6,4,3,1,-4,6,0,5,5,6,6,6,6,6
"49",2,2,3,2,6,3,5,5,3,6,4,4,3,5,2,3,6,3,4,5,5,6,3,7,1,4,6,5,3,6,7,7
"50",3,3,5,4,4,4,3,4,6,6,4,5,4,6,3,4,4,3,4,4,5,6,0,5,0,5,4,5,5,5,5,5
"51",1,4,1,2,6,5,5,5,5,5,4,5,1,1,1,1,1,5,2,2,6,6,-3,2,1,2,7,6,2,2,2,2
"52",6,6,6,6,7,6,5,6,6,6,7,6,4,5,5,5,6,6,7,4,1,NA,4,9,0,6,5,7,6,5,5,6
"53",2,3,6,4,6,4,6,5,2,4,4,3,5,7,6,6,3,4,6,4,4,4,2,5,0,6,4,7,4,5,5,2
"54",4,4,5,4,4,4,5,4,4,6,5,5,3,4,4,4,3,3,5,3,4,4,2,3,0,4,6,5,5,4,4,4
"55",4,4,2,3,4,2,2,3,5,5,5,5,4,4,4,4,7,5,6,5,4,4,2,6,0,5,6,1,2,4,4,4
"56",5,1,3,3,4,4,4,4,5,4,4,4,5,5,5,5,NA,NA,NA,NA,4,4,3,2,0,4,NA,4,4,4,4,4
"57",3,6,1,3,7,5,1,4,7,7,7,7,2,2,1,2,6,6,6,5,4,4,4,9,0,5,7,3,3,7,3,7
"58",6,5,6,6,7,6,5,6,7,5,7,6,6,6,6,6,5,5,5,4,4,3,4,9,1,6,6,7,7,6,7,6
"59",6,5,5,5,6,7,7,7,5,6,NA,NA,7,4,5,5,7,5,7,5,3,2,2,4,1,6,7,5,6,6,7,7
"60",7,6,7,7,7,6,7,7,5,5,5,5,4,4,6,5,4,6,5,4,3,1,3,3,0,4,4,3,5,3,3,5
"61",7,5,7,6,7,7,6,7,5,5,6,5,6,7,6,6,6,7,7,4,2,2,3,9,1,6,7,7,6,6,5,7
"62",2,6,6,5,1,2,2,2,4,1,1,2,2,4,3,3,6,6,6,6,2,2,3,8,1,3,5,2,5,5,3,5
"63",5,5,6,5,3,4,2,3,3,2,4,3,6,5,3,5,3,6,6,5,2,2,3,9,1,5,6,3,5,6,5,5
"64",5,6,5,5,4,6,3,4,6,5,3,5,3,4,4,4,5,4,6,5,2,1,3,9,1,5,7,5,5,4,4,5
"65",6,6,3,5,4,7,5,5,4,7,6,6,5,5,7,6,6,5,6,4,3,1,3,6,1,3,6,5,6,5,4,5
"66",5,7,6,6,5,4,5,5,NA,6,5,NA,7,7,5,6,6,5,4,4,4,2,3,4,1,6,5,6,5,7,6,5
"67",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,NA,4,10,1,7,7,7,7,7,7,7
"68",4,6,6,5,5,5,6,5,6,6,5,6,6,7,6,6,5,5,4,4,5,7,4,9,1,6,6,6,5,6,5,6
"69",7,6,7,7,7,6,2,5,7,7,7,7,1,4,1,2,7,5,7,5,6,7,2,10,0,6,7,4,4,6,4,5
"70",2,4,4,3,7,6,6,6,6,7,7,7,4,4,4,4,4,4,4,4,6,6,2,3,1,4,7,7,4,4,4,4
"71",6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,4,2,6,0,10,1,6,5,6,6,6,6,6
"72",5,5,5,5,5,4,3,4,5,5,5,5,5,6,5,5,3,5,4,4,6,6,0,3,1,4,5,3,4,5,5,6
"73",7,7,7,7,6,7,7,7,7,7,6,7,6,7,7,7,6,7,6,4,1,4,4,10,1,7,7,7,6,7,6,7
"74",4,5,7,5,4,4,5,4,6,5,3,5,4,5,4,4,5,6,7,6,2,4,3,10,1,4,7,1,5,4,4,4
"75",7,2,7,5,7,7,5,6,7,2,7,5,2,7,7,5,7,1,7,4,6,4,4,10,1,4,7,1,7,7,4,7
"76",6,5,5,5,6,5,5,5,6,5,5,5,6,4,NA,NA,6,6,6,6,2,4,2,6,0,7,6,3,6,6,4,7
"77",4,4,5,4,6,5,7,6,7,5,6,6,7,6,6,6,7,5,6,4,6,4,4,9,0,5,7,4,5,6,7,6
"78",6,7,6,6,7,7,6,7,7,6,7,7,6,6,7,6,7,6,7,4,5,1,4,10,1,7,7,6,7,7,6,6
"79",6,7,7,7,6,7,7,7,6,7,7,7,7,6,7,7,7,6,7,4,7,1,4,10,1,7,6,7,6,7,6,7
"80",7,6,6,6,7,7,6,7,7,6,7,7,6,7,6,6,6,7,7,4,7,1,4,10,1,6,7,6,7,7,6,7
"81",7,7,7,7,6,6,6,6,7,6,6,6,7,7,6,7,6,6,6,4,7,1,4,10,1,6,7,6,7,7,6,7
"82",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,1,4,10,1,7,7,7,7,7,7,7
"83",6,5,6,6,5,5,7,6,6,6,7,6,6,7,6,6,7,6,6,4,4,2,4,10,0,7,6,6,7,5,6,7
"84",7,7,7,7,1,1,1,1,1,5,1,2,1,1,1,1,7,7,7,7,1,1,4,10,1,7,7,1,7,7,7,7
"85",6,6,5,6,7,6,6,6,5,7,6,6,7,6,7,7,5,6,4,4,4,2,4,8,1,6,6,6,7,6,7,7
"86",5,5,7,6,6,5,4,5,6,7,6,6,6,5,4,5,7,6,7,4,4,1,4,10,1,7,6,1,5,3,4,2
"87",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,5,1,4,4,4,4,4,4,4
"88",6,4,7,6,5,3,5,4,7,6,4,6,3,6,2,4,4,NA,7,NA,4,2,2,6,1,5,7,1,4,4,5,5
"89",6,5,6,6,5,6,5,5,5,6,5,5,6,5,6,6,5,6,5,4,2,2,3,9,0,5,5,5,5,6,6,6
"90",6,3,6,5,4,4,3,4,6,3,5,5,5,1,3,3,5,6,7,6,2,2,3,9,1,6,6,2,7,6,6,5
"91",5,5,6,5,3,5,3,4,5,5,4,5,4,3,5,4,6,6,6,6,2,1,3,8,1,6,7,1,6,6,6,6
"92",7,5,6,6,5,2,6,4,5,5,6,5,5,3,7,5,6,6,7,5,3,3,3,8,0,6,7,6,5,5,4,6
"93",7,6,6,6,6,6,7,6,7,6,6,6,7,7,7,7,7,6,6,4,2,1,3,10,1,6,6,7,6,6,7,7
"94",5,5,4,5,5,5,5,5,4,4,5,4,5,5,4,5,4,4,5,4,4,2,3,4,0,5,4,5,4,5,5,5
"95",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,1,0,10,NA,7,7,7,7,7,7,7
"96",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,1,-4,10,1,7,7,7,7,7,7,7
"97",5,4,4,4,3,4,4,4,4,4,5,4,3,4,5,4,4,4,4,4,4,5,4,10,1,4,4,4,5,4,4,5
"98",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,10,1,7,7,7,7,7,7,7
"99",1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,4,2,7,6,4,0,0,1,7,1,1,1,1,7
"100",3,7,4,5,2,3,1,2,2,1,1,1,1,5,6,4,7,7,7,5,3,4,4,10,0,7,7,1,7,7,7,7
"101",4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,2,1,1,5,5,5,5,5,5,5
"102",7,5,6,6,5,6,6,6,6,6,5,6,5,7,6,6,6,6,6,4,6,4,3,8,1,5,6,6,5,5,6,6
"103",6,7,7,7,5,7,6,6,6,6,6,6,6,5,6,6,7,5,6,4,6,4,-3,9,1,5,6,7,6,6,5,6
"104",4,2,5,4,3,6,4,4,5,6,4,5,2,5,3,3,5,7,7,6,4,4,0,7,0,5,6,2,5,7,4,6
"105",6,5,7,6,2,2,3,2,5,5,6,5,1,1,1,1,4,4,6,4,4,4,4,6,1,6,7,6,5,5,4,4
"106",7,7,1,5,7,7,7,7,7,7,1,5,1,7,7,5,5,7,7,4,4,4,3,5,0,7,7,7,7,7,1,7
"107",5,5,4,5,3,5,4,4,3,4,4,4,2,4,3,3,3,7,4,4,3,4,0,2,0,4,5,3,4,2,3,4
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,4,4,2,4,7,1,4,3,2,4,3,4,4
"109",5,5,6,5,7,6,6,6,7,6,6,6,6,6,6,6,6,7,7,4,3,2,4,10,1,6,7,1,7,6,4,7
"110",7,7,7,7,7,7,NA,NA,7,7,7,7,7,7,7,7,7,7,7,4,7,1,4,10,1,7,7,7,7,7,7,7
"111",6,7,7,7,6,7,6,6,7,6,6,6,7,6,7,7,7,7,7,4,7,1,4,10,1,7,7,6,6,7,6,7
"112",7,5,5,6,3,3,4,3,5,2,3,3,2,4,2,3,7,4,7,5,2,3,4,9,0,5,7,3,3,6,5,7
"113",6,7,7,7,6,7,6,6,7,7,7,7,6,6,6,6,6,7,6,4,1,1,4,10,1,6,7,6,7,6,7,7
"114",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,1,4,10,1,7,7,7,7,7,7,7
"115",7,6,6,6,5,5,6,5,7,7,7,7,7,7,6,7,7,5,6,4,6,4,4,10,1,7,6,7,7,6,6,7
"116",5,7,7,6,6,6,5,6,5,6,7,6,6,6,5,6,6,7,6,4,5,1,4,10,1,6,7,6,7,7,6,5
"117",6,6,7,6,7,7,6,7,7,6,6,6,7,7,6,7,7,7,7,4,1,1,4,10,1,7,7,7,7,7,6,7
"118",5,4,6,5,4,5,4,4,5,5,5,5,5,3,2,3,6,3,6,5,3,2,2,6,1,3,5,2,4,6,3,6
"119",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,2,1,2,8,1,6,5,5,6,6,6,6
"120",7,7,6,7,6,7,7,7,7,5,6,6,5,7,7,6,6,7,7,5,6,2,3,8,1,5,6,5,6,6,6,5
"121",7,6,7,7,7,7,7,7,6,6,7,6,7,7,6,7,7,7,7,4,2,1,3,10,0,7,7,7,6,7,6,7
"122",7,6,7,7,6,6,7,6,7,6,6,6,7,6,7,7,6,7,6,4,7,1,0,10,1,6,7,7,7,6,7,6
"123",6,6,5,6,6,4,6,5,7,4,6,6,NA,6,7,NA,5,2,7,3,1,3,0,5,1,7,6,7,7,4,4,7
"124",3,2,3,3,3,3,2,3,6,4,5,5,4,3,3,3,7,5,7,6,3,NA,3,9,0,6,7,2,5,7,5,7
"125",6,6,6,6,7,6,6,6,7,7,7,7,7,7,7,7,7,6,7,4,2,7,4,9,1,6,7,6,7,6,6,7
"126",5,2,6,4,5,6,2,4,3,7,7,6,4,7,4,5,5,2,7,4,6,6,4,9,1,6,7,1,6,7,6,5
"127",1,1,3,2,3,1,3,2,1,1,1,1,1,1,1,1,4,4,3,4,2,6,4,5,1,3,4,5,3,4,4,4
"128",6,3,5,5,4,5,7,5,5,5,5,5,6,4,7,6,4,5,5,5,5,6,2,6,1,7,7,2,5,5,4,7
"129",5,6,5,5,6,7,6,6,6,7,5,6,6,6,7,6,7,6,6,4,2,7,3,10,1,6,7,6,7,7,6,7
"130",7,4,1,4,7,7,1,5,7,7,7,7,1,5,1,2,4,4,7,4,4,6,3,10,1,7,7,7,7,7,7,7
"131",1,2,1,1,7,2,3,4,6,5,6,6,4,6,6,5,7,6,7,5,6,6,3,8,1,7,7,7,5,7,7,7
"132",3,6,2,4,3,4,6,4,7,6,4,6,4,1,6,4,4,7,6,4,4,4,3,3,1,2,3,5,2,6,4,6
"133",6,5,4,5,3,4,4,4,4,5,4,4,4,5,5,5,5,4,7,5,4,4,2,5,0,5,7,5,7,7,5,7
"134",5,6,4,5,6,4,4,5,5,7,6,6,6,5,6,6,6,7,6,5,7,4,3,8,0,5,6,6,6,5,5,7
"135",7,7,7,7,4,4,6,5,4,1,4,3,5,4,5,5,5,1,7,3,6,4,3,7,1,4,7,1,1,4,3,1
"136",3,4,6,4,5,4,6,5,3,6,4,4,5,2,5,4,5,3,6,4,4,4,0,8,1,5,5,4,4,3,5,4
"137",4,7,4,5,7,6,4,6,5,3,5,4,6,6,7,6,6,5,4,4,6,4,-4,5,1,4,4,6,5,5,4,5
"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,6,6,7,6,4,4,3,8,1,5,5,2,5,4,4,5
"139",5,5,2,4,7,4,5,5,3,5,6,5,1,4,4,3,7,3,7,4,2,4,2,5,0,1,3,1,1,1,3,3
"140",5,2,3,3,4,5,5,5,5,5,4,5,5,5,3,4,4,5,6,4,6,4,0,5,0,5,7,4,4,5,5,7
"141",7,6,1,5,3,5,2,3,7,7,7,7,2,7,4,4,7,4,7,5,4,4,3,5,1,7,7,1,5,7,7,6
"142",6,6,4,5,5,4,7,5,5,5,6,5,5,3,6,5,5,5,6,4,3,2,4,8,1,5,6,3,5,5,7,6
"143",7,6,7,7,7,7,7,7,6,6,7,6,7,7,6,7,7,6,7,4,4,1,4,10,1,7,7,7,6,6,6,7
"144",4,6,5,5,5,5,6,5,5,6,5,5,5,7,6,6,7,6,7,6,2,2,4,10,1,6,7,3,5,6,4,6
"145",6,7,7,7,7,7,7,7,6,7,6,6,7,6,6,6,7,7,6,4,6,1,4,10,1,7,6,6,6,7,7,7
"146",4,6,5,5,7,5,6,6,7,4,6,6,5,5,6,5,6,6,5,4,3,2,4,9,1,4,7,7,5,4,6,6
"147",5,6,4,5,3,6,3,4,6,5,5,5,7,6,6,6,7,6,7,5,3,2,4,10,1,5,7,3,5,7,5,6
"148",7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,4,2,1,4,9,0,6,7,6,6,7,7,7
"149",6,6,7,6,2,7,1,3,5,4,5,5,3,6,3,4,7,5,7,6,1,1,4,10,1,7,6,4,7,7,6,6
"150",7,7,7,7,5,4,4,4,7,6,5,6,5,5,6,5,7,5,7,6,2,3,4,8,1,6,7,4,1,7,5,6
"151",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,1,4,10,1,7,7,7,7,7,7,7
"152",4,4,6,5,4,6,7,6,6,4,1,4,7,5,4,5,7,1,7,3,4,3,2,5,0,6,6,6,4,5,3,6
"153",6,5,6,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,6,4,5,1,3,7,1,5,5,6,5,5,5,4
"154",4,2,3,3,5,4,6,5,5,3,4,4,5,4,4,4,5,5,5,4,5,1,3,4,1,5,5,5,4,5,3,3
"155",5,2,6,4,2,4,1,2,4,3,7,5,5,5,7,6,3,3,1,2,5,2,-3,7,0,6,1,5,5,5,2,2
"156",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,1,2,0,5,0,4,4,4,4,4,4,4
"157",3,3,3,3,2,2,2,2,7,4,7,6,4,3,2,3,5,2,4,4,2,2,-1,10,1,5,5,3,4,3,4,3
"158",7,7,7,7,7,6,6,6,7,7,6,7,7,7,6,7,7,7,7,4,1,7,4,10,1,7,6,6,7,7,7,7
"159",7,6,6,6,7,7,6,7,7,6,6,6,6,7,7,7,6,7,7,4,1,6,4,10,1,6,7,6,7,6,6,7
"160",6,5,6,6,7,6,5,6,6,6,6,6,7,6,7,7,7,5,6,4,6,7,4,10,1,7,5,6,6,5,7,6
"161",4,6,4,5,7,7,6,7,6,5,5,5,5,7,6,6,6,7,7,4,6,7,4,9,1,4,6,6,7,5,5,7
"162",6,6,6,6,7,7,7,7,6,6,6,6,5,6,7,6,7,6,5,4,6,7,4,8,0,6,6,6,5,7,6,7
"163",7,5,6,6,7,6,5,6,6,7,6,6,7,5,6,6,5,6,7,4,7,7,4,10,NA,6,5,6,7,7,6,6
"164",6,3,4,4,3,4,5,4,3,5,6,5,5,4,5,5,7,5,4,4,6,6,4,8,0,5,5,2,4,6,4,4
"165",7,7,6,7,7,6,7,7,7,6,6,6,6,6,7,6,6,7,6,4,7,7,4,9,1,6,6,6,7,7,7,7
"166",7,6,5,6,6,7,7,7,6,5,6,6,7,6,6,6,7,6,5,4,6,6,4,8,1,5,5,6,7,6,7,7
"167",5,6,7,6,7,6,4,6,5,6,7,6,5,6,5,5,7,5,6,4,6,7,4,8,1,6,6,6,7,5,6,7
"168",5,7,6,6,6,6,5,6,7,7,6,7,6,5,7,6,7,5,7,4,1,7,4,10,1,7,6,5,6,7,6,6
"169",6,6,7,6,7,7,7,7,6,7,7,7,7,7,7,7,6,6,7,4,1,7,4,10,1,7,6,7,7,7,6,6
"170",6,6,6,6,6,7,6,6,7,6,6,6,6,6,6,6,6,6,6,4,6,7,2,8,0,6,6,6,6,5,6,6
"171",6,3,5,5,5,5,6,5,4,4,6,5,4,6,3,4,5,6,6,4,5,6,3,8,0,4,5,6,3,6,3,NA
"172",3,6,4,4,4,6,4,5,6,5,5,5,6,5,5,5,4,2,5,4,6,7,3,7,NA,7,6,7,6,5,5,5
"173",7,7,7,7,7,6,7,7,7,6,6,6,6,7,7,7,7,7,6,4,4,6,3,10,1,7,7,7,7,7,7,7
"174",7,6,7,7,3,3,4,3,1,1,2,1,3,6,6,5,7,7,7,6,4,4,4,10,1,7,7,7,7,4,4,7
"175",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,4,4,4,4,5,0,1,1,1,1,1,1,1
"176",4,6,5,5,7,5,4,5,5,6,6,6,5,5,5,5,5,4,5,3,1,4,4,7,1,5,7,6,7,5,6,6
"177",5,4,4,4,6,7,3,5,4,7,4,5,6,1,6,4,7,7,7,4,2,4,4,9,1,4,7,7,4,5,4,7
"178",6,4,4,5,5,2,4,4,6,7,6,6,3,6,6,5,7,1,6,4,4,4,3,10,1,6,7,6,6,7,4,7
"179",4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,-4,5,1,4,4,4,4,4,4,4
"180",6,5,4,5,3,4,3,3,3,2,2,2,3,6,5,5,6,2,7,4,4,4,3,8,1,4,6,2,4,5,4,6
"181",7,5,6,6,2,5,1,3,3,1,1,2,4,5,1,3,7,3,7,5,1,1,4,10,1,6,7,4,4,7,5,7
"182",6,6,4,5,5,6,2,4,6,5,7,6,2,1,1,1,5,7,7,6,2,3,4,8,1,7,7,4,7,7,4,6
"183",7,7,6,7,7,6,6,6,6,7,6,6,6,6,7,6,7,7,7,4,7,1,4,10,1,7,7,7,6,6,6,6
"184",6,7,7,7,3,7,1,4,7,6,5,6,6,2,7,5,7,2,7,4,6,2,4,10,1,7,7,2,7,7,5,7
"185",4,3,4,4,6,1,5,4,4,2,7,4,6,6,7,6,7,3,5,4,4,4,4,8,0,4,3,5,7,6,6,3
"186",6,5,6,6,3,4,3,3,3,3,2,3,4,3,5,4,3,5,6,5,1,3,4,9,1,6,7,3,6,6,6,4
"187",2,4,4,3,4,3,4,4,6,4,1,4,4,4,4,4,7,1,5,5,4,3,1,5,0,2,7,2,4,6,3,7
"188",4,5,6,5,4,NA,6,NA,4,6,5,5,4,6,2,4,6,3,4,4,5,2,2,5,0,6,5,2,3,4,5,5
"189",5,3,4,4,5,5,5,5,5,4,4,4,4,5,6,5,4,4,3,3,2,1,-3,5,0,4,3,4,3,6,5,4
"190",4,6,7,6,4,5,5,5,6,5,5,5,6,4,6,5,4,6,6,4,4,3,0,5,0,5,6,4,4,5,4,4
"191",6,7,7,7,6,6,6,6,7,7,6,7,5,6,7,6,4,6,5,3,4,NA,3,7,1,5,4,5,4,6,7,6
"192",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,7,4,10,1,7,7,7,7,7,7,7
"193",6,6,7,6,7,6,7,7,7,6,6,6,6,7,7,7,6,7,7,4,7,6,3,10,1,6,7,7,6,6,7,6
"194",4,6,3,4,5,4,4,4,7,7,7,7,2,3,4,3,7,6,7,6,5,6,3,6,0,7,7,7,7,7,7,7
"195",5,6,7,6,6,6,6,6,5,5,5,5,7,7,7,7,5,4,6,3,6,6,3,9,1,6,6,7,6,5,5,7
"196",5,6,6,6,3,3,3,3,6,5,5,5,3,5,3,4,5,4,6,4,4,6,3,7,1,6,6,4,6,7,6,7
"197",4,5,4,4,4,3,4,4,4,4,4,4,4,5,3,4,3,4,3,4,4,4,-4,3,0,4,4,5,4,4,4,4
"198",4,5,5,5,4,4,5,4,5,4,7,5,4,5,5,5,6,6,5,4,4,4,4,5,0,6,7,7,7,7,6,5
"199",6,5,5,5,5,6,5,5,6,6,6,6,6,6,5,6,3,4,5,4,2,4,2,5,0,5,6,6,5,5,6,6
"200",6,6,6,6,3,3,4,3,5,5,3,4,5,5,5,5,5,5,5,5,2,4,3,7,1,5,7,3,5,6,6,6
"201",4,4,5,4,2,4,4,3,4,3,1,3,4,4,4,4,5,6,4,5,4,4,2,6,1,5,4,5,6,5,5,4
"202",7,6,7,7,1,3,1,2,6,7,7,7,6,7,7,7,7,2,7,5,1,4,3,6,1,6,7,1,6,NA,7,5
"203",7,5,6,6,6,7,7,7,7,6,6,6,7,7,6,7,6,2,6,4,5,4,3,4,0,6,6,6,6,6,6,6
"204",4,4,5,4,4,4,2,3,4,3,4,4,2,2,3,2,5,5,7,4,4,4,3,7,1,4,6,7,7,4,4,4
